id,date,name,price,volume
1137241,2025-07-17,RGA,197.69,391705
1137193,2025-07-17,RJF,159.48,774428
1137204,2025-07-17,RKT,13.78,14602000
1137327,2025-07-17,RLI,70.35,620413
1137244,2025-07-17,RNR,239.0,376563
1137137,2025-07-17,RY,133.02,672644
1137229,2025-07-17,RYAN,67.16,1117000
1137145,2025-07-17,SAN,8.51,3609000
1137139,2025-07-17,SCHW,93.1,10919000
1137245,2025-07-17,SEIC,93.23,490122
1137254,2025-07-17,SF,109.61,709682
1137321,2025-07-17,SFBS,82.98,259100
1137209,2025-07-17,SHG,49.97,138367
1137307,2025-07-17,SIGI,88.57,363670
1137188,2025-07-17,SLF,62.26,400849
1137279,2025-07-17,SLM,33.14,1374000
1137154,2025-07-17,SMFG,14.77,2370000
1137275,2025-07-17,SNV,53.85,2765000
1137213,2025-07-17,SOFI,22.1,46947000
1137140,2025-07-17,SPGI,525.36,630598
1137277,2025-07-17,SSB,97.59,641435
1137276,2025-07-17,STEP,63.24,1201000
1137195,2025-07-17,STT,107.48,2426000
1137205,2025-07-17,SYF,70.19,1703000
1137143,2025-07-17,TD,74.0,2090000
1137174,2025-07-17,TFC,45.01,9343000
1137297,2025-07-17,THG,164.86,261307
1137219,2025-07-17,TPG,56.69,2126000
1137214,2025-07-17,TROW,106.41,1972000
1137227,2025-07-17,TRU,92.96,1627000
1137175,2025-07-17,TRV,261.81,2232000
1137199,2025-07-17,TW,138.0,765683
1137147,2025-07-17,UBS,36.04,2763000
1137316,2025-07-17,UBSI,37.48,945673
1137308,2025-07-17,UMBF,109.42,302202
1137236,2025-07-17,UNM,81.01,1339000
1137168,2025-07-17,USB,45.21,23548000
1137285,2025-07-17,UWMC,4.17,4171000
1137126,2025-07-17,V,349.81,3932000
1137282,2025-07-17,VIRT,45.12,1057000
1137309,2025-07-17,VLY,9.46,8314000
1137283,2025-07-17,VOYA,72.4,579231
1137261,2025-07-17,WAL,84.61,1036000
1137256,2025-07-17,WBS,60.05,3630000
1137240,2025-07-17,WF,55.16,78172
1137130,2025-07-17,WFC,79.71,19124000
1137207,2025-07-17,WRB,68.13,2369000
1137266,2025-07-17,WTFC,133.3,514663
1137320,2025-07-17,WTM,1812.0,28534
1137198,2025-07-17,WTW,306.69,1039000
1137258,2025-07-17,XP,18.12,11231000
